Qnum;Item;Sentence;Picture;ListNum;Answer;ID;NativeLg;Age;Gender;Date;Year;Hour
24; Q5;a;a;1;1; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:32:14
25; Q13;e;e;1;0; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:32:19
26; Q23;d;d;1;0; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:32:25
27; Q18;e;e;1;0; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:32:30
28; Q14;c;c;1;0; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:32:34
29; Q6;f;f;1;0; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:32:38
30; Q9;b;b;1;1; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:32:43
31; Q13;c;c;1;0; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:32:48
32; Q5;e;e;1;0; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:32:54
33; Q2;a;a;1;1; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:32:59
34; Q6;e;e;1;1; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:33:03
35; Q4;e;e;1;0; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:33:10
36; Q16;c;c;1;0; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:33:14
37; Q10;e;e;1;0; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:33:17
38; Q4;a;a;1;1; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:33:22
39; Q6;a;a;1;1; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:33:26
40; Q2;f;f;1;1; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:33:32
41; Q22;d;d;1;0; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:33:38
42; Q17;e;e;1;0; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:33:43
43; Q3;e;e;1;1; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:33:48
44; Q17;c;c;1;0; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:33:55
45; Q12;e;e;1;0; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:34:00
46; Q12;b;b;1;1; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:34:11
47; Q3;a;a;1;1; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:34:17
48; Q11;b;b;1;1; s000000b09082016-132956.00;2;22; f;  September 8;2016; 13:34:21
1; Q4;f;f;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:50:19
2; Q17;e;e;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:50:29
3; Q11;e;e;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:50:39
4; Q3;f;f;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:50:48
5; Q1;d;d;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:50:57
6; Q20;c;c;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:51:04
7; Q14;b;b;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:51:11
8; Q14;e;e;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:51:31
9; Q10;a;a;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:51:36
10; Q11;a;a;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:51:42
11; Q23;c;c;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:51:48
12; Q5;e;e;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:51:57
13; Q13;e;e;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:52:02
14; Q17;b;b;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:52:07
15; Q21;c;c;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:52:12
16; Q10;e;e;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:52:16
17; Q2;e;e;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:52:21
18; Q7;e;e;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:52:28
19; Q4;e;e;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:52:33
20; Q8;a;a;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:52:41
21; Q6;f;f;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:52:49
22; Q22;c;c;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:52:54
23; Q3;d;d;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:53:00
24; Q16;e;e;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:53:06
25; Q5;f;f;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:53:11
26; Q3;e;e;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:53:18
27; Q5;d;d;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:53:22
28; Q7;a;a;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:53:30
29; Q2;f;f;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:53:36
30; Q6;d;d;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:53:47
31; Q1;f;f;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:53:54
32; Q15;e;e;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:54:01
33; Q18;e;e;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:54:06
34; Q12;e;e;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:54:13
35; Q8;e;e;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:54:21
36; Q2;d;d;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:54:26
37; Q18;b;b;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:54:30
38; Q16;b;b;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:54:36
39; Q6;e;e;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:54:41
40; Q13;b;b;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:54:50
41; Q1;e;e;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:55:04
42; Q9;a;a;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:55:08
43; Q15;b;b;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:55:12
44; Q9;e;e;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:55:17
45; Q19;c;c;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:55:21
46; Q4;d;d;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:55:26
47; Q12;a;a;2;1; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:55:32
48; Q24;c;c;2;0; s000000b09082016-174949.42;1;24; m;  September 8;2016; 17:55:38
1; Q14;a;a;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 17:58:49
2; Q15;e;e;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 17:58:53
3; Q1;c;c;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 17:58:56
4; Q23;b;b;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 17:59:01
5; Q2;f;f;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 17:59:05
6; Q17;a;a;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 17:59:09
7; Q18;e;e;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:02:40
8; Q5;e;e;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:02:46
9; Q4;c;c;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:02:51
10; Q10;d;d;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:02:54
11; Q16;a;a;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:02:58
12; Q6;e;e;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:03:02
13; Q18;a;a;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:03:06
14; Q4;f;f;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:03:09
15; Q8;e;e;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:03:12
16; Q4;e;e;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:03:16
17; Q6;c;c;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:03:22
18; Q2;c;c;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:03:23
19; Q11;e;e;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:03:26
20; Q13;a;a;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:03:36
21; Q12;d;d;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:03:41
22; Q17;e;e;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:03:45
23; Q24;b;b;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:03:47
24; Q9;e;e;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:03:49
25; Q15;a;a;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:03:50
26; Q7;e;e;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:03:52
27; Q3;e;e;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:03:54
28; Q8;d;d;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:03:55
29; Q6;f;f;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:03:58
30; Q12;e;e;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:04:11
31; Q13;e;e;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:04:14
32; Q5;c;c;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:04:16
33; Q21;b;b;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:04:25
34; Q9;d;d;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:04:30
35; Q1;f;f;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:04:33
36; Q19;b;b;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:04:36
37; Q16;e;e;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:04:37
38; Q22;b;b;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:04:40
39; Q1;e;e;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:04:42
40; Q11;d;d;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:04:44
41; Q3;c;c;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:04:46
42; Q3;f;f;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:04:49
43; Q2;e;e;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:04:52
44; Q5;f;f;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:04:54
45; Q10;e;e;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:05:00
46; Q20;b;b;3;1; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:05:04
47; Q7;d;d;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:05:08
48; Q14;e;e;3;0; s000000b09082016-175829.422;1;23; m;  September 8;2016; 18:05:10
1; Q18;d;d;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:19:50
2; Q13;d;d;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:19:58
3; Q11;c;c;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:20:02
4; Q3;b;b;4;1; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:20:08
5; Q9;c;c;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:20:13
6; Q17;e;e;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:20:27
7; Q23;a;a;4;1; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:20:29
8; Q15;e;e;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:20:47
9; Q4;e;e;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:21:05
10; Q2;b;b;4;1; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:21:08
11; Q1;b;b;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:21:15
12; Q9;e;e;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:21:36
13; Q1;f;f;4;1; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:21:46
14; Q7;c;c;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:21:59
15; Q21;a;a;4;1; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:22:03
16; Q18;e;e;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:22:16
17; Q22;a;a;4;1; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:22:20
18; Q5;e;e;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:22:24
19; Q4;b;b;4;1; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:22:30
20; Q16;e;e;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:22:45
21; Q13;e;e;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:22:50
22; Q10;e;e;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:23:04
23; Q10;c;c;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:23:11
24; Q5;f;f;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:23:14
25; Q6;e;e;4;1; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:23:17
26; Q6;f;f;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:23:26
27; Q12;c;c;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:23:42
28; Q16;d;d;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:23:47
29; Q14;e;e;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:23:56
30; Q24;a;a;4;1; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:24:00
31; Q20;a;a;4;1; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:24:06
32; Q17;d;d;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:26:48
33; Q14;d;d;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:26:51
34; Q19;a;a;4;1; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:26:54
35; Q15;d;d;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:26:56
36; Q2;e;e;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:26:59
37; Q2;f;f;4;1; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:27:01
38; Q8;e;e;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:27:04
39; Q5;b;b;4;1; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:27:09
40; Q1;e;e;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:27:12
41; Q11;e;e;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:27:23
42; Q3;f;f;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:27:31
43; Q6;b;b;4;1; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:27:39
44; Q12;e;e;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:27:41
45; Q7;e;e;4;1; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:27:45
46; Q8;c;c;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:27:48
47; Q3;e;e;4;1; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:27:53
48; Q4;f;f;4;0; s000000b09092016-071817.42;2;22; m;  September 9;2016; 07:28:05
1; Q18;e;e;1;0; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:24:31
2; Q5;a;a;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:24:37
3; Q1;a;a;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:24:43
4; Q12;b;b;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:24:49
5; Q12;e;e;1;0; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:24:55
6; Q23;d;d;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:25:04
7; Q6;a;a;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:25:08
8; Q19;d;d;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:25:13
9; Q5;e;e;1;0; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:25:20
10; Q1;e;e;1;0; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:25:27
11; Q5;f;f;1;0; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:25:33
12; Q22;d;d;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:25:37
13; Q10;b;b;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:25:41
14; Q3;e;e;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:25:47
15; Q14;c;c;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:25:51
16; Q6;e;e;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:25:55
17; Q2;e;e;1;0; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:26:00
18; Q11;b;b;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:26:08
19; Q10;e;e;1;0; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:26:21
20; Q9;e;e;1;0; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:26:27
21; Q24;d;d;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:26:31
22; Q7;b;b;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:26:35
23; Q17;c;c;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:26:41
24; Q7;e;e;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:26:50
25; Q14;e;e;1;0; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:26:53
26; Q21;d;d;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:26:56
27; Q1;f;f;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:27:00
28; Q13;c;c;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:27:05
29; Q15;c;c;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:27:10
30; Q4;f;f;1;0; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:27:14
31; Q2;a;a;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:27:19
32; Q3;a;a;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:27:23
33; Q2;f;f;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:27:30
34; Q8;e;e;1;0; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:27:35
35; Q16;e;e;1;0; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:27:43
36; Q8;b;b;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:27:51
37; Q6;f;f;1;0; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:27:53
38; Q3;f;f;1;0; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:27:58
39; Q15;e;e;1;0; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:28:02
40; Q18;c;c;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:28:07
41; Q4;a;a;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:28:12
42; Q20;d;d;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:28:17
43; Q4;e;e;1;0; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:28:21
44; Q11;e;e;1;0; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:28:27
45; Q13;e;e;1;0; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:28:33
46; Q16;c;c;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:28:37
47; Q17;e;e;1;0; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:28:42
48; Q9;b;b;1;1; s000000b09092016-132301.000;2;23; f;  September 9;2016; 13:28:45
1; Q6;d;d;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:48:15
2; Q5;f;f;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:48:18
3; Q15;b;b;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:48:24
4; Q2;d;d;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:48:30
5; Q5;d;d;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:48:34
6; Q4;f;f;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:48:42
7; Q3;d;d;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:48:48
8; Q10;e;e;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:49:00
9; Q8;a;a;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:49:05
10; Q6;f;f;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:49:08
11; Q13;b;b;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:49:16
12; Q14;e;e;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:49:19
13; Q4;d;d;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:49:25
14; Q12;e;e;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:49:28
15; Q18;e;e;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:49:32
16; Q15;e;e;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:49:37
17; Q6;e;e;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:49:40
18; Q2;f;f;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:49:43
19; Q1;e;e;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:49:48
20; Q22;c;c;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:49:52
21; Q10;a;a;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:49:56
22; Q20;c;c;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:50:00
23; Q1;d;d;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:50:04
24; Q1;f;f;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:50:12
25; Q16;e;e;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:50:16
26; Q2;e;e;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:50:28
27; Q3;f;f;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:50:31
28; Q18;b;b;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:50:34
29; Q4;e;e;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:50:37
30; Q9;e;e;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:50:45
31; Q11;e;e;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:50:49
32; Q23;c;c;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:50:59
33; Q16;b;b;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:51:06
34; Q12;a;a;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:51:09
35; Q14;b;b;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:51:13
36; Q7;e;e;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:51:16
37; Q17;b;b;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:51:19
38; Q8;e;e;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:51:21
39; Q17;e;e;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:51:46
40; Q19;c;c;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:51:49
41; Q11;a;a;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:51:51
42; Q9;a;a;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:51:53
43; Q3;e;e;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:51:55
44; Q21;c;c;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:51:58
45; Q7;a;a;2;1; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:52:04
46; Q24;c;c;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:52:08
47; Q5;e;e;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:52:13
48; Q13;e;e;2;0; s000000b09092016-134652.0;2;29; f;  September 9;2016; 13:52:15
1; Q21;b;b;3;1; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:04:32
2; Q1;c;c;3;0; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:04:39
3; Q7;e;e;3;1; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:04:44
4; Q11;e;e;3;0; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:04:49
5; Q1;f;f;3;1; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:04:56
6; Q5;f;f;3;0; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:05:00
7; Q16;e;e;3;0; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:05:05
8; Q15;a;a;3;1; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:05:10
9; Q10;e;e;3;0; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:05:15
10; Q13;e;e;3;0; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:05:21
11; Q13;a;a;3;1; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:05:26
12; Q1;e;e;3;0; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:05:33
13; Q5;e;e;3;0; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:05:39
14; Q2;e;e;3;0; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:05:43
15; Q18;a;a;3;1; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:05:47
16; Q24;b;b;3;1; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:05:52
17; Q6;c;c;3;0; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:05:58
18; Q18;e;e;3;0; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:06:02
19; Q7;d;d;3;0; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:06:06
20; Q4;e;e;3;0; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:06:10
21; Q11;d;d;3;0; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:06:16
22; Q9;e;e;3;0; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:06:20
23; Q3;f;f;3;0; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:06:26
24; Q2;f;f;3;1; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:06:29
25; Q16;a;a;3;1; s000000b09092016-140342.0;2;31; f;  September 9;2016; 14:06:35
